Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
42,Hsbc Commercial Card Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-commercial-card-factsheet.pdf,Complete,,False,Pass,Pass,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-commercial-card-factsheet.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,"3 colour contrast failures (1.4 Distinguishable)
",Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
43,Going Global For Growth Report Latest,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/going-global-for-growth-report-latest.pdf,Blocked,,False,Fail,Fail,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/going-global-for-growth-report-latest.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
44,Doc Lc Application Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/doc-lc-application-form.pdf,Complete,,False,Fail,Fail,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/doc-lc-application-form.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, Form fields have tooltips, At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","6 fonts not embedded
890 content items not properly tagged
109 structure elements using incorrect tag types + 16 warnings
1 structure tree warning
218 alternative descriptions missing
2 metadata failures
4 document settings failures",Document title metadata is missing. | Figure 1 is missing /Alt text. | One or more form fields are missing /TU tooltips.,"
218 missing alt text (1.1 Text Alternatives)
896 structure/tagging failures + 16 warnings (1.3 Adaptable)
100 colour contrast failures (1.4 Distinguishable)
5 navigation failures (2.4 Navigable)
109 compatibility failures + 1 warning (4.1 Compatible)",Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
45,Hbuk Ftd Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hbuk-ftd-additional-conditions.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hbuk-ftd-additional-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
46,Statement_Reconciliation_Smart_Form_And_Aged_Debt_Report_Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/statement_reconciliation_smart_form_and_aged_debt_report_guide.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/statement_reconciliation_smart_form_and_aged_debt_report_guide.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
47,Hsbc Uk Forward Planning,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-forward-planning.pdf,Blocked,,False,Fail,Fail,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-forward-planning.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
48,Customer Documentation Guide 12Dec19,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/customer-documentation-guide-12dec19.pdf,Complete,,False,Fail,Fail,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/customer-documentation-guide-12dec19.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","2 fonts not embedded
54 structure elements using incorrect tag types
58 structure tree warnings
54 alternative descriptions missing + 1 warning
1 metadata failure",Figure 1 is missing /Alt text.,"54 missing alt text + 1 warning (1.1 Text Alternatives)
56 structure/tagging failures (1.3 Adaptable)
58 compatibility warnings (4.1 Compatible)",Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
49,Instant Advice,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/instant-advice.pdf?download=1,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/instant-advice.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
50,Product Guide Invoice Discounting,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/product-guide-invoice-discounting.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/product-guide-invoice-discounting.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
51,Hsbc Virtual Card Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-virtual-card-factsheet.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/hsbc-virtual-card-factsheet.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
52,Business Loan Direct Debit Mandate,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-loan-direct-debit-mandate.pdf,Blocked,,False,Partial,Fail,False,Partial,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-loan-direct-debit-mandate.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
53,Aged Debtor Report Template,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/aged-debtor-report-template.xlsx,Blocked,,False,Fail,,False,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/aged-debtor-report-template.xlsx,REVIEW_REQUIRED,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",XLS File,The linked asset is not a PDF. Route this row to the correct Office-file review path instead of PDF/UA testing.,XLS File,"The linked asset is an Office-format file rather than a PDF, so PDF WCAG results do not apply until it is converted or reviewed in the correct format.",Not Started
54,Collect Instruction,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/collect-instruction.pdf,Complete,,False,Fail,Pass,False,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/collect-instruction.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",8 content items not properly tagged,The file meets all machine-verifiable PDF/UA requirements.,8 structure/tagging failures (1.3 Adaptable),Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
55,Business Money Manager Community Savings Account,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-money-manager-community-savings-account.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-money-manager-community-savings-account.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
